causality_from,causality_to,weight
stflife,trstep,0.06882161772795356
eiscedp,hinctnta,0.06881976817846415
dscrgnd,dscrrce,0.06880970641793065
hswrk,pdjobev,0.0688055246399934
trstep,aesfdrk,0.06878572437566455
eiscedp,crmvct,0.06878535378789245
edulvlfb,uemplip,0.06876934110358396
occm14b,rtrd,0.06875550225594829
wrkac6m,dngoth,0.06875109853289806
iorgact,dvrcdeva,0.06874889032230719
dngoth,uemp12m,0.06874371068566057
mainact,polintr,0.06868403973268629
rshpsts,rlgblg,0.06868371545441274
dngothp,dscrgnd,0.06866482778525004
polintr,mocntr,0.06862774279382403
hlthhmp,rtrd,0.06860648441158307
dvrcdeva,eiscedp,0.06860437206791774
iorgact,trstep,0.06859890118068596
rlgblg,eiscedm,0.06859012637798134
pdjobev,uemplap,0.06856542303644914
mbtru,sclact,0.06856218367788158
chldhhe,imbgeco,0.0685581712057256
mocntr,hswrk,0.06851480150560679
pdjobev,trstlgl,0.06851439060520219
stfhlth,edulvlmb,0.06851185424209641
eiscedf,hinctnta,0.06850353167806311
dngnapp,happy,0.06849554755740583
jbspv,uemp12m,0.06847936802245032
eiscedp,pplfair,0.06846661435812702
eiscedp,mbtru,0.06846584648662635
hinctnta,imueclt,0.06846405039519653
dngoth,trstlgl,0.06845585080726332
ctzcntr,chldhhe,0.06844295932357476
lrscale,mocntr,0.0683798438032969
impcntr,dngothp,0.06837973164433832
pdwrk,trstplt,0.06837919340387427
trstlgl,jbspv,0.06837483473367617
imbgeco,emprelp,0.06836566933129132
edulvlfb,stfhlth,0.06835397289230644
rlgblg,imwbcnt,0.06833060755301727
occm14b,trstprt,0.06830933094068507
wkdcorga,mocntr,0.0683076804029914
dngoth,emprelp,0.0682964654801402
stfeco,mbtru,0.06829042626321018
stflife,imwbcnt,0.06828553684623906
eiscedp,uemp5yr,0.0682757849825521
dngoth,emprm14,0.06826593585428659
uempli,estsz,0.06826289012023287
rlgdnm,clsprty,0.06825820039204841
trstplt,mocntr,0.06823731011089235
trstun,emprelp,0.06822352368391513
edctnp,ctzcntr,0.06822026291159372
jbspv,emprm14,0.06819585975334702
hswrk,hinctnta,0.06818334225359815
uemp5yr,lrscale,0.06815818888234235
lvgptnea,dscrgnd,0.06815684449461963
ctzcntr,edulvlb,0.06814014390863882
estsz,uemplap,0.06813343555072314
trstplt,ctzcntr,0.06812468859710394
dngnapp,emplrel,0.06809753727948588
lvgptnea,rlgdnm,0.06807090380219134
chldhhe,trstep,0.06805172406222242
crpdwk,emplrel,0.06804602302563754
uemp12m,trstep,0.06804298566839348
rlgdnm,rlgblg,0.06802045520463443
occf14b,health,0.06801708133672205
dscroth,dscrntn,0.06801543973917688
dsbldp,emprelp,0.06800272843094177
trstep,hswrk,0.06800163322046796
dscrntn,stflife,0.06799779449863555
uempla,imwbcnt,0.06798869882741596
imueclt,sclact,0.06797001785372424
uemp3m,wkdcorga,0.06795543847237732
ctzcntr,facntr,0.06794719393171739
uemp3m,dvrcdeva,0.0679389890302026
clsprty,trstplc,0.06793343634644303
hswrkp,rlgdnm,0.06792647991185105
nacer2,edulvlb,0.06791901450356708
rlgdnm,dngothp,0.06791438584631997
atncrse,crmvct,0.0679008578157066
uempla,dscrrlg,0.06790031216094307
dngoth,trstprt,0.06789244753544324
pdwrkp,dngnapp,0.06788976215126281
trstlgl,health,0.06785816925778752
trstplt,pdjobev,0.06784668389178697
stfhlth,edulvlb,0.06784391201239989
iorgact,edulvlpb,0.06782805374621866
freehms,dscrrce,0.06780819491222738
impcntr,stflife,0.06778192028576843
trstlgl,dsbld,0.06776796707919198
uemplip,occf14b,0.06776329711088483
sclact,bctprd,0.06775542061446903
happy,health,0.06774247900344431
imwbcnt,occf14b,0.0677334282870245
eiscedm,ctzcntr,0.0676835697261534
trstprt,iorgact,0.06767472977959817
mnactp,edulvlb,0.06766133456514441
dvrcdeva,eisced,0.06764872331771751
stflife,happy,0.0676329146365027
sclact,hlthhmp,0.06762834320232802
pplhlp,pdwrkp,0.06762827513319992
rtrd,wrkac6m,0.06761867105272226
mbtru,uemplip,0.06758646062578837
dscrrlg,dsbldp,0.06754031010507996
stfgov,clsprty,0.06753879579186359
dscrlng,dngothp,0.06753648091333447
crpdwk,dngothp,0.06751322311138011
bctprd,emprelp,0.06751253658019633
hswrkp,dngothp,0.06751144929985416
maritalb,uemp5yr,0.06751027305755618
dscrrlg,uemplip,0.06750466951528622
atncrse,dngoth,0.06749039492221548
dscrgrp,dscrsex,0.06744008915458002
dscrrce,stfeco,0.06742678331004048
hswrkp,imueclt,0.06742129035380276
uempli,lvgptnea,0.06740396737959153
emprm14,stfdem,0.06739488132169524
aesfdrk,hincfel,0.06737511093335619
edulvlfb,trstep,0.06737180512958527
mnactic,sclact,0.06735663665413694
edulvlfb,dngoth,0.06734786483164013
dsbldp,bctprd,0.06733988410049317
pdwrkp,domicil,0.06731780085891768
tporgwk,rtrd,0.06731595629107645
mbtru,pplfair,0.06731216722239888
trstprl,uemp3m,0.0673083446916247
uempla,crpdwkp,0.06730610062436368
jbspv,clsprty,0.06728576916949382
lrscale,emprf14,0.06727216691836078
edulvlmb,rtrd,0.06724477421090477
crpdwk,wkdcorga,0.06723945587162038
trstlgl,iorgact,0.06722831775874724
eiscedm,mbtru,0.06721980495544518
emprm14,mbtru,0.0672016876676633
rtrd,imwbcnt,0.0671429919184241
stfeco,dsbld,0.06711755247353432
dngoth,uemplip,0.06710664358420476
dscrage,stfeco,0.06710427206160656
uemp3m,imdfetn,0.0670746919678847
emprf14,edctn,0.06707252847299375
mbtru,freehms,0.06707202230926862
dngothp,uemplip,0.06704367926685292
pdwrk,edctn,0.0670408005594918
clsprty,wkdcorga,0.06703455173493027
ctzcntr,crmvct,0.06703258289277192
dngnapp,pplhlp,0.06702854265369862
tporgwk,nacer2,0.06702651352174788
dscrrce,jbspv,0.06702276492538024
health,rtrd,0.06701092348978624
sclmeet,trstprl,0.06698609504114353
pplhlp,clsprty,0.06697495765308305
dscrdsb,crpdwkp,0.06697368083777279
stfdem,trstep,0.06695086597508415
rshpsts,mocntr,0.06694158309599363
crpdwk,trstprt,0.06693581411358615
emprelp,dngothp,0.06693039020382117
eiscedp,uemp12m,0.06690208066831177
dscrrlg,uemp12m,0.06690191515587078
dvrcdeva,uempla,0.0668742142226557
pdjobev,wrkac6m,0.06685707787559671
dscrage,health,0.06684979626934037
imdfetn,aesfdrk,0.06684909220737648
lrscale,trstprl,0.06684080662362207
edulvlfb,dngnapp,0.06683270449019119
uemplap,rlgblg,0.06681673784447972
dsbldp,hinctnta,0.06681197900698045
edulvlpb,dscrgrp,0.06680158395606656
uempla,pplfair,0.0667794031554323
freehms,occf14b,0.06676863995963751
dsbld,dvrcdeva,0.06675722363392485
mnactp,mainact,0.06673290863917683
stflife,imsmetn,0.06665959542271147
imueclt,bctprd,0.06665292038532518
eiscedf,freehms,0.06664056721144337
trstlgl,happy,0.06663197166987483
hlthhmp,imbgeco,0.06661613310037223
impcntr,mbtru,0.06660460667775497
uemplip,trstun,0.06658417560083571
atncrse,dscrgnd,0.06656815067414551
edulvlmb,stfdem,0.06656486396395765
domicil,pdjobev,0.0665544725454981
stflife,edctn,0.06653835924797244
eisced,uemplip,0.0665303891585739
dsbld,mnactp,0.06652427581895601
facntr,edulvlmb,0.06648949373416399
dngnapp,dscrrlg,0.06648814576592546
rlgdnm,freehms,0.06648652707386192
emprf14,dvrcdeva,0.06647438148998493
dscretn,trstun,0.06645534900713787
dscrntn,rtrd,0.0664515742622018
nacer2,eiscedf,0.06644878060188272
mbtru,mnactic,0.06644136246028923
polintr,emplrel,0.06642744478758049
eiscedf,iorgact,0.06641353225186608
edulvlpb,rshpsts,0.06641317546182586
pdjobev,crmvct,0.06637750876091157
rshpsts,pdwrk,0.06634157428563868
dscroth,stfeco,0.06631992055861444
mbtru,stfhlth,0.06630438499523553
bctprd,crmvct,0.06630348095720626
dngoth,hincfel,0.06630099923611034
stfeco,rlgblg,0.06629093324356514
jbspv,dscrgrp,0.06627560753303516
cmsrv,trstep,0.06626856515579464
stflife,dscroth,0.06625878864331208
lvgptnea,chldhhe,0.0662560143705429
dscrgnd,dscrsex,0.06622371587822855
happy,imbgeco,0.06621608619014846
atncrse,dscrsex,0.06620173319592568
rtrdp,hlthhmp,0.06617898551002141
eiscedp,edulvlpb,0.06617779144087922
atncrse,dscrdsb,0.0661760864501845
uemplap,emprm14,0.06614588566815936
facntr,dscrgnd,0.0660958538533376
dscrdsb,stfdem,0.06609273610815697
dscrdsb,polintr,0.06608372940312074
eisced,dscrntn,0.06608200087386204
trstun,emprm14,0.06605850292421589
uemp3m,imsmetn,0.06605406235233381
edctn,dsbldp,0.0660483566968663
wrkac6m,trstplc,0.06599930070924923
rtrdp,imwbcnt,0.06598723092193323
rlgblg,pplhlp,0.06598572531256809
dscretn,hincfel,0.06598476552020138
uemp12m,emprelp,0.06591306798551827
hinctnta,jbspv,0.06590270025882988
edctn,impcntr,0.065902351152598
uemp5yr,marsts,0.06587278153879406
dvrcdeva,imsmetn,0.06585787094785736
stfeco,rtrdp,0.06585400141693583
dvrcdeva,dngoth,0.06585046967197389
dscrsex,pdwrkp,0.06584483435285718
crpdwk,uemplip,0.06583874314896404
imwbcnt,rtrdp,0.06578453121312898
domicil,edctnp,0.06576566836712473
dngothp,occf14b,0.06575545896386578
hswrkp,stfgov,0.06574732190837684
imwbcnt,hinctnta,0.06573896543147041
happy,stfeco,0.06573504049296389
mocntr,sclmeet,0.06571282846974671
eiscedp,domicil,0.06570123756157614
trstun,stfedu,0.06564992908747673
stfgov,dngnapp,0.06564247226353295
occm14b,lvgptnea,0.06562779343845389
rtrdp,dscroth,0.06561287338462385
dscrsex,occm14b,0.06561000244794601
imdfetn,dngothp,0.06560284762975863
chldhhe,rshpsts,0.06560270621905916
crpdwkp,trstlgl,0.06560240423187516
pplhlp,rlgblg,0.06547008998398442
mainact,uemp3m,0.06546793876804873
marsts,dscroth,0.06544444156908176
emprf14,impcntr,0.06544440712582916
dscretn,uemp12m,0.0654340354517898
uempli,hlthhmp,0.06543069648464726
stfedu,polintr,0.06542371546417515
pplfair,mnactic,0.06541763718840725
edulvlmb,dscrsex,0.06541558203392726
jbspv,crmvct,0.06541275826262603
pdwrk,dscrage,0.06539944480404827
happy,rtrdp,0.0653894469247238
trstprt,happy,0.06537329834498669
tporgwk,dscrlng,0.0653526810272327
eiscedm,dscrrce,0.0653283092991693
wrkac6m,uempli,0.06531906640091827
dngoth,eiscedm,0.0653053187723304
dscrrce,dscrsex,0.06528833368670442
atncrse,trstlgl,0.06526702667019163
chldhhe,edulvlpb,0.0652639890793783
uempla,dscrage,0.06524433835128252
polintr,eiscedp,0.06524250706195357
edulvlmb,happy,0.06524158187839635
uempli,sclact,0.06522288678219026
trstplt,sclmeet,0.06521636868761468
dscrsex,edctn,0.06521353603665149
njbspv,occm14b,0.06520006505579193
wkhct,occm14b,0.06520006505579193
wkhtot,occm14b,0.06520006505579193
wkhtotp,occm14b,0.06520006505579193
trstprl,impcntr,0.0651619236847738
emplrel,lrscale,0.0651562095483933
wrkctra,uempli,0.06515588004459494
trstun,trstep,0.06513900113325957
domicil,emprf14,0.0651329601644679
wkdcorga,dscrlng,0.06512839498337292
wkdcorga,hincfel,0.06512565940175094
dscrlng,tporgwk,0.0651250074178502
dscrgrp,dngoth,0.06512235123581234
uemplap,stfdem,0.06510377610512592
pdwrk,hswrkp,0.06510334558598863
rshpsts,imbgeco,0.06504512163434163
pdwrk,pplfair,0.06503069574749978
dscrrlg,imsmetn,0.06497942022289868
marsts,dsbld,0.06496174967851073
rshpsts,uempli,0.06495715156451981
eiscedf,imueclt,0.06495351364750702
dscroth,rlgblg,0.06492358455052388
chldhhe,stfdem,0.06492085489449756
stfhlth,dscrgnd,0.06491917296973942
polintr,hinctnta,0.0649157191953143
trstplc,trstprl,0.0648682358460265
stfhlth,health,0.06481169705860056
edulvlfb,trstlgl,0.06481040978964091
emprm14,mnactp,0.06479473602562646
edctn,uemp12m,0.06477883782360483
sclact,mbtru,0.06477073434896463
trstplc,dscrgrp,0.06476714535630929
atncrse,uemp5yr,0.064737565051627
imdfetn,marsts,0.06472844050319987
mocntr,uemp12m,0.06471738165431327
aesfdrk,health,0.06470578896272214
hincfel,eiscedf,0.06469488716806167
dscrage,jbspv,0.06469261938801359
dscrrlg,uemplap,0.06469251172318059
ctzcntr,trstprt,0.06468876025384174
dscretn,lvgptnea,0.0646628386151535
nacer2,ctzcntr,0.06465564027588191
stfdem,health,0.06464535129883522
dscrgnd,imueclt,0.06461895818138791
marsts,dscrrce,0.06461612433197352
stfdem,pdwrkp,0.06461402989096851
dscrgrp,trstlgl,0.06454829037136554
uemplip,emplrel,0.06454527998344461
eiscedf,occf14b,0.06453344337115258
dvrcdeva,ctzcntr,0.06452635035892215
hswrkp,dscrrce,0.06452500217510994
dngothp,edulvlfb,0.0645210989666425
dscrgrp,dvrcdeva,0.06451882944180681
dscroth,pdwrk,0.06447803295184067
emprelp,impcntr,0.0644759309292556
facntr,wkdcorga,0.06446338787847804
stfhlth,tporgwk,0.06443025697200117
hinctnta,hswrk,0.06440664898972898
dscrgrp,happy,0.0644024636509539
mnactp,eisced,0.06437592064942954
impcntr,pplfair,0.06437326008662876
mbtru,occf14b,0.06437295837007993
dscrrlg,rlgblg,0.06436496133872784
uemp5yr,stfeco,0.06433988140874593
rlgdnm,rtrd,0.06433886749081888
hincsrca,wrkctra,0.06430540643457003
imbgeco,uemp5yr,0.06423663652512951
uemp12m,dngnapp,0.0642315807990502
dscrrlg,atncrse,0.06421459772909481
trstplc,maritalb,0.06420775379531421
imueclt,edulvlpb,0.06417122156107909
stflife,stfedu,0.06412302020787516
crmvct,happy,0.0641194298923277
sclact,imbgeco,0.06411842274927057
estsz,ctzcntr,0.06411187063658884
hincfel,uemp3m,0.06410990937749789
rlgdnm,eiscedm,0.06410229622298191
uemplip,imwbcnt,0.06408146163362582
pplfair,rtrd,0.06407832911092862
domicil,stfdem,0.064057172208566
sclmeet,lrscale,0.06405059456870191
nacer2,edctn,0.06403645704107815
rlgblg,mnactp,0.06402027614393162
lvgptnea,eiscedm,0.06401993738418127
uemplip,dsbld,0.06401698385511082
trstprl,lvgptnea,0.06401307129902531
rlgblg,nacer2,0.06395631441004496
stflife,mbtru,0.06395614852255006
rlgdnm,eisced,0.06394375464917637
mbtru,stfedu,0.06391516015965651
mocntr,trstprt,0.063900809715129
hswrk,polintr,0.06389902198844041
uemp5yr,hswrkp,0.06387030931688015
mnactic,aesfdrk,0.06385816314457034
hswrk,impcntr,0.06385667503959888
imwbcnt,wrkac6m,0.06385524663577313
nacer2,mbtru,0.06384453558524422
dngothp,hlthhmp,0.06376369021989814
eiscedp,pdwrk,0.0637610133503122
wrkctra,lrscale,0.06372094858822053
stfedu,nacer2,0.06370417544948515
stfdem,emprf14,0.0637019451672721
trstplt,dngnapp,0.06368210109662031
edulvlmb,occm14b,0.06367440109101352
stfedu,edulvlb,0.06366056705196835
estsz,wkdcorga,0.06362789636698228
facntr,impcntr,0.06362215550729969
emprelp,clsprty,0.06361147173058054
iorgact,dngoth,0.06359065722778934
wrkac6m,chldhhe,0.06357087298390374
rtrdp,pdwrk,0.0635680060793879
ctzcntr,bctprd,0.06353135291440001
aesfdrk,tporgwk,0.06352867368885987
impcntr,uemp3m,0.06350263271379272
rtrd,uempli,0.06349755403902284
imdfetn,maritalb,0.06348519087282467
uemplap,dngnapp,0.0634686880175558
edctn,sclmeet,0.06346041018445875
eisced,dngothp,0.06344019748689003
crpdwk,sclmeet,0.0634255993938049
edctnp,emprelp,0.06342507052649823
imbgeco,rlgblg,0.06342431257727332
hincfel,dscrgnd,0.06342217089059561
estsz,wrkctra,0.06338524162213086
crpdwkp,emplrel,0.06337827637984722
edulvlpb,atncrse,0.06337375408764921
imbgeco,pplfair,0.06336052112851229
trstprt,eiscedp,0.06334938795551458
eisced,trstplt,0.06334028843732034
stflife,pdwrkp,0.06332523828600975
wrkctra,crpdwkp,0.06331781850693192
happy,facntr,0.06326219979726398
mainact,trstun,0.06325245442012069
hinctnta,wrkac6m,0.06323499577986373
sclact,marsts,0.06323152929028085
pplfair,stfhlth,0.06322537219472599
pdjobev,health,0.0632043587078922
rtrd,iorgact,0.06318790750650309
dscrdsb,health,0.06317344265586157
facntr,rlgblg,0.0631707982147023
hincsrca,emprelp,0.06315472171425057
hlthhmp,tporgwk,0.06314950571142407
dscretn,stfeco,0.0631346978107219
uemplap,marsts,0.063124553454387
hincfel,hlthhmp,0.06309892511782485
edctn,trstprt,0.06309085333467906
emprm14,mainact,0.06306695783238916
dngnapp,edctn,0.06306658159137823
uemp12m,hinctnta,0.06306324881619058
nacer2,emprf14,0.06305308455355407
rshpsts,hswrkp,0.06303664347986349
mainact,pdjobev,0.06303635134731236
rlgdnm,stfeco,0.06303245566756965
jbspv,rshpsts,0.06302784206338288
emprelp,dscrrlg,0.06300793658757181
dsbld,imueclt,0.06299891663866353
dngoth,marsts,0.06297145056974948
uemplap,pdjobev,0.06297131112484947
pplfair,dscroth,0.06291641545070975
uemp12m,stfgov,0.06288860833337018
hswrkp,dscretn,0.0628837492514136
emplrel,dscrdsb,0.0628775455903181
ctzcntr,trstun,0.0628588904248362
pdjobev,dscrrce,0.06285829007582187
lvgptnea,lrscale,0.06284575323963267
edctn,sclact,0.0628366655975022
uempli,rtrd,0.06281837231459864
dngothp,bctprd,0.06280912630761518
maritalb,occm14b,0.06278312846092056
pplhlp,dscrgnd,0.06277417514641309
trstplt,lrscale,0.06271946071863932
emplrel,marsts,0.06270700630106524
dscrlng,nacer2,0.06270687793059115
uempla,clsprty,0.06268822410877867
eisced,stfdem,0.0626559048296196
mnactic,rshpsts,0.0626555248753089
eiscedm,hincfel,0.06265546853767381
marsts,hinctnta,0.06264953793044631
freehms,crmvct,0.06264636325108724
dscrrlg,crpdwk,0.06264094634069903
stfhlth,hinctnta,0.06261751764571667
dscrlng,dngnapp,0.06261270680054762
imwbcnt,nacer2,0.06258001707970666
stfhlth,iorgact,0.06253526238700637
dscrrce,uemplip,0.0625292958594254
pdjobev,edctn,0.06252074762490722
imueclt,mbtru,0.06251723053015644
pplfair,imdfetn,0.06250568562704989
hincfel,pdwrk,0.06249442073453373
pdwrkp,uempli,0.062452740923019244
edulvlmb,dngothp,0.062445830444656875
hswrkp,edulvlfb,0.06243941549254648
stfeco,dngnapp,0.06243933729756415
facntr,emprm14,0.06243145741316555
uemplap,hincsrca,0.06242906701205702
hinctnta,dscrgnd,0.06242245561990438
edulvlb,impcntr,0.0624088135317034
wkdcorga,eiscedm,0.062387831976205316
emplrel,nacer2,0.06238293562936345
nacer2,trstlgl,0.06235939538333631
dngnapp,crpdwk,0.06235216385842987
crmvct,dscrage,0.06230917882528126
hincsrca,domicil,0.062301934028052355
edulvlfb,uemplap,0.062284559378329746
chldhhe,jbspv,0.06228195654111447
stfedu,edctn,0.062278412683730286
dscrntn,mnactic,0.06225979615446105
trstprl,uemplap,0.062231630936182544
uemp5yr,emprf14,0.06220183886957001
mnactic,uemp12m,0.062193526698058395
edulvlmb,pdjobev,0.06218568511356922
sclmeet,dscrsex,0.062163787645908505
estsz,edulvlfb,0.0621487515779325
mocntr,dscrgrp,0.0621360361873869
eiscedf,crpdwkp,0.062124945915050384
occm14b,uemplap,0.06212327718729543
hincfel,domicil,0.062118192070441586
dngnapp,eiscedf,0.06211551690918933
dscroth,lvgptnea,0.06211234704410042
wrkctra,imueclt,0.06209525271934237
edulvlmb,hincsrca,0.0620926071760238
imbgeco,chldhhe,0.062091559460184395
eisced,sclmeet,0.062083461079541914
rtrdp,imueclt,0.06208066369303396
trstplc,emprm14,0.06205218431088442
dscrsex,dngothp,0.06204826458783621
pdwrk,bctprd,0.062028844286153725
rlgblg,trstlgl,0.06199265748073344
facntr,atncrse,0.06197354860753215
eiscedm,uempla,0.06191016132023206
trstun,stflife,0.06190648296335958
trstep,crpdwkp,0.06190002118125937
dscretn,facntr,0.06189764176176338
trstlgl,edulvlpb,0.06188928737285923
emprf14,eiscedp,0.06186032728760714
imdfetn,dscrgrp,0.06185830493038206
dscretn,pplhlp,0.06183143288363691
dsbld,dscroth,0.06182559871130462
chldhhe,atncrse,0.06179301049881615
rtrdp,rtrd,0.061781466284913086
edulvlfb,rtrdp,0.06174939820183548
clsprty,eiscedp,0.061747318002160344
imueclt,dscroth,0.061741906181062955
pplhlp,trstep,0.06173387469022792
iorgact,facntr,0.061713289904896766
dngnapp,uemplip,0.061708574435465506
emplrel,stfgov,0.06169632314061696
maritalb,jbspv,0.06166068138403545
occf14b,edctn,0.0616519728416195
dscrlng,stflife,0.06163922209576874
emprf14,facntr,0.061623822063767694
imbgeco,pdwrk,0.061617604764337364
mbtru,dngoth,0.06158604368114331
tporgwk,uemplap,0.06158402137853189
stfhlth,sclact,0.061576099216557524
iorgact,edctn,0.061567340986098736
pdwrkp,eiscedp,0.06156259565822998
pplfair,rshpsts,0.06156233491004369
edulvlmb,dscrrce,0.06155821088629314
wrkctra,dngoth,0.06154891066733471
imwbcnt,rlgblg,0.061547425931795526
uemp12m,imwbcnt,0.06153849968843582
wrkctra,rtrd,0.061526798912262454
domicil,dscretn,0.061507043102041754
hswrk,chldhhe,0.06149573789693143
stflife,uempli,0.06147462452669218
wrkac6m,emprelp,0.06146563731315738
marsts,iorgact,0.06145714725510397
maritalb,edctnp,0.06144522047020402
dscroth,imueclt,0.061444981247270235
impcntr,atncrse,0.06143529654325249
impcntr,jbspv,0.06139244928576408
iorgact,crmvct,0.06134702860521591
polintr,dscrgrp,0.06132715238561411
imwbcnt,clsprty,0.06130409577731201
dsbld,dscrgrp,0.06128934558952428
ctzcntr,rlgblg,0.06126877133551411
wrkac6m,iorgact,0.06123966797640036
jbspv,eisced,0.06123868893535446
uempla,maritalb,0.06122268512998084
crpdwkp,edulvlpb,0.061220227112021956
stflife,imbgeco,0.061217646765679125
hswrkp,imdfetn,0.0612115308138669
edulvlmb,dscroth,0.06120634434800586
hswrkp,dvrcdeva,0.0612008082151967
hlthhmp,dvrcdeva,0.06119643140104829
edulvlpb,polintr,0.061196010828108535
hlthhmp,uemp5yr,0.06118973268499373
emprm14,mocntr,0.061159159097664964
dscrntn,uemp3m,0.06114660837818693
pplfair,eiscedm,0.061141949452827735
emprf14,dngothp,0.06114121306537346
hinctnta,atncrse,0.0611284167199495
facntr,lvgptnea,0.06111082192748234
imsmetn,imwbcnt,0.061110376181015315
rlgblg,clsprty,0.06109536378651368
nacer2,dscroth,0.06108330240836992
imsmetn,edulvlfb,0.06108165393711785
stfgov,domicil,0.06107141826207802
rlgblg,uempli,0.06106974055630296
ctzcntr,emprf14,0.061043985574752824
edulvlpb,lrscale,0.06104381960467818
uemp12m,tporgwk,0.061030277776694015
uemplap,occm14b,0.061026863268360786
dvrcdeva,trstprt,0.0610220186326796
dngothp,ctzcntr,0.0610176222596666
hincsrca,rtrd,0.0609899226008161
stfdem,hincfel,0.0609892700786753
pplhlp,dscretn,0.06098873461881223
lvgptnea,mainact,0.060975642329046426
eisced,rlgblg,0.06096250180632978
aesfdrk,edctnp,0.060957457616405156
hlthhmp,mainact,0.060949813970304134
aesfdrk,rshpsts,0.06094908898893953
chldhhe,uemp12m,0.06094834470700324
maritalb,mbtru,0.06092867352107629
uempla,chldhhe,0.060922608196067755
rtrd,trstplc,0.060922379890809265
rlgdnm,edctn,0.06091638314423537
pplfair,iorgact,0.06090619646862302
domicil,mbtru,0.060882480059919926
uemp12m,rshpsts,0.06087060320126184
nacer2,crpdwk,0.06083696199222527
emprf14,pplhlp,0.060828094972467425
dscrdsb,imueclt,0.06082682949328147
eisced,mocntr,0.06081829477178654
dscrdsb,trstplc,0.06081362219832276
stfedu,crpdwk,0.060802475225447454
trstun,stfdem,0.06078381572095248
rtrd,estsz,0.06077340072473047
emplrel,pplfair,0.06075557603076153
facntr,cmsrv,0.060695509714727314
mnactic,lvgptnea,0.06069354881793415
edulvlpb,dngoth,0.060688177575154795
emprelp,rtrd,0.06068097164475056
dngoth,ctzcntr,0.060667282001844985
hswrk,dscrsex,0.060663277015085365
clsprty,hswrk,0.060662729297942794
estsz,tporgwk,0.06065669158799859
uemplip,maritalb,0.0606359548278434
dsbld,trstlgl,0.06060318124181983
uemp5yr,dscrsex,0.06058784248738949
mainact,hswrkp,0.06057252454805541
emprelp,trstun,0.06056795536799428
stfgov,pdwrkp,0.060564216019808895
lrscale,dscrlng,0.060558435423607934
mbtru,dscrrlg,0.060556808610125405
stfedu,chldhhe,0.06054388662921233
crmvct,nacer2,0.060519928066430126
hswrkp,trstep,0.060502093928756565
imbgeco,stfgov,0.06047969512794572
emprf14,dscrage,0.06047450551345941
edctn,chldhhe,0.060466769600239834
dscretn,happy,0.06045964970331675
stfeco,trstep,0.060458375211023846
emprf14,eiscedm,0.06042652184091909
dscrlng,rlgdnm,0.06036028769347718
dsbldp,sclmeet,0.06035570927024896
pplhlp,dscrdsb,0.06033787758252901
rtrd,imsmetn,0.06033400522627427
rtrdp,imsmetn,0.0603338184134308
hswrkp,impcntr,0.060323126377834164
uemp3m,dsbld,0.06031916450625335
polintr,imsmetn,0.06030441626573358
mbtru,eiscedp,0.06029444007857789
wkdcorga,wrkctra,0.06029049948852618
emplrel,dscrsex,0.060259840153282104
trstplc,pdjobev,0.06024140155980407
uemp3m,mnactic,0.06023986647979738
uemp5yr,domicil,0.06022520465721738
estsz,trstep,0.060205673447750525
mocntr,uemplap,0.060203823854796085
trstlgl,uemp5yr,0.060194934728060034
impcntr,dscroth,0.06019401599193001
maritalb,wrkac6m,0.06018845649671856
dscrdsb,emprelp,0.06018599826019691
aesfdrk,edulvlfb,0.060167873622610675
dscretn,crpdwk,0.0601643124862455
eiscedm,lvgptnea,0.06016104603658168
jbspv,dscrage,0.06013253964458369
clsprty,marsts,0.06009246289277981
uemplap,dscroth,0.06009092267903529
dngothp,trstplt,0.06008839316055563
ctzcntr,imueclt,0.06007527788753822
emprelp,lrscale,0.06005888055413426
rshpsts,marsts,0.06004623139433389
stfeco,pplfair,0.060019166946199194
rtrd,atncrse,0.06001856107684163
mainact,stfedu,0.060004892447146525
clsprty,nacer2,0.0599952293201922
uempla,ctzcntr,0.05998377314142861
dscrntn,domicil,0.059981762598881064
atncrse,maritalb,0.059976159854164296
dscrsex,dscrlng,0.05993654962426129
uemp5yr,crpdwk,0.05993079051463675
dscrrce,rtrd,0.05992934028503514
stfeco,hlthhmp,0.059926322944514956
eiscedf,dscrsex,0.05992631090213445
happy,uemp3m,0.05991738619772419
facntr,rtrd,0.05991480579288573
uemplap,hinctnta,0.05989232726775748
aesfdrk,stfeco,0.05988314280457944
atncrse,imsmetn,0.05986511201781135
clsprty,rlgdnm,0.059858915429350554
rshpsts,freehms,0.05985643372357319
clsprty,emprm14,0.0598549956353155
trstplt,polintr,0.059845801475660945
dscroth,dscrrce,0.05981378656928179
eisced,trstep,0.05978896662562161
stfhlth,aesfdrk,0.059769437372510704
eisced,chldhhe,0.05973858318108394
imueclt,domicil,0.05973575907150567
wkdcorga,sclact,0.05970790776724948
ctzcntr,clsprty,0.05969098893129621
edctnp,occf14b,0.05967167383159504
edctn,edctnp,0.05965697818068811
maritalb,ctzcntr,0.05964344090105192
clsprty,imueclt,0.059638473511667976
trstun,dngothp,0.0596350518190161
eisced,eiscedm,0.059633987907990904
dngothp,eiscedp,0.05958223368422423
stfeco,imueclt,0.059565316586877026
lrscale,iorgact,0.059561437362665066
polintr,edctn,0.05952295143750179
stfdem,hlthhmp,0.05951125475682935
impcntr,rtrdp,0.059494372685231674
estsz,dsbldp,0.059493072648958055
dscrdsb,mbtru,0.05948417038697547
